Dystans do przejścia: 20, dlugosc kroku: 2.3
3277:(x,y)=(16.9437,4.89628)
3278:(x,y)=(16.6238,4.78125)
3279:(x,y)=(16.6999,4.44987)
3280:(x,y)=(16.6773,4.78912)
3281:(x,y)=(16.7029,4.45008)
3282:(x,y)=(17.0062,4.60377)
3283:(x,y)=(16.8432,4.90215)
3284:(x,y)=(16.5286,5.03122)
3285:(x,y)=(16.645,5.35066)
3286:(x,y)=(16.3418,5.50434)
3287:(x,y)=(16.0114,5.5848)
3288:(x,y)=(15.6825,5.6711)
3289:(x,y)=(15.382,5.83012)
3290:(x,y)=(15.3118,5.49745)
3291:(x,y)=(15.4722,5.19764)
3292:(x,y)=(15.3501,5.51497)
3293:(x,y)=(15.2197,5.20099)
3294:(x,y)=(15.3611,5.51016)
3295:(x,y)=(15.3028,5.17521)
3296:(x,y)=(15.3013,4.83521)
3297:(x,y)=(15.0906,5.1021)
3298:(x,y)=(14.855,5.34725)
3299:(x,y)=(14.7731,5.01727)
3300:(x,y)=(14.4384,4.9574)
3301:(x,y)=(14.3478,5.28509)
3302:(x,y)=(14.6687,5.39729)
3303:(x,y)=(14.541,5.7124)
3304:(x,y)=(14.8032,5.9289)
3305:(x,y)=(14.4813,5.81955)
3306:(x,y)=(14.1753,5.96783)
3307:(x,y)=(14.0365,6.27823)
3308:(x,y)=(13.9752,6.61265)
3309:(x,y)=(14.2448,6.81973)
3310:(x,y)=(13.977,6.61027)
3311:(x,y)=(13.6838,6.4381)
3312:(x,y)=(13.5702,6.11764)
3313:(x,y)=(13.8922,6.0083)
3314:(x,y)=(13.9446,5.67237)
3315:(x,y)=(14.1308,5.95684)
3316:(x,y)=(14.4128,5.76686)
3317:(x,y)=(14.4593,6.10366)
3318:(x,y)=(14.3891,5.77099)
3319:(x,y)=(14.6677,5.57605)
3320:(x,y)=(14.7112,5.23884)
3321:(x,y)=(14.6528,4.90389)
3322:(x,y)=(14.4691,4.61779)
3323:(x,y)=(14.3141,4.31518)
3324:(x,y)=(14.399,4.64443)
3325:(x,y)=(14.0654,4.57865)
3326:(x,y)=(13.7256,4.59067)
3327:(x,y)=(14.0645,4.56362)
3328:(x,y)=(13.7275,4.51861)
3329:(x,y)=(13.5463,4.2309)
3330:(x,y)=(13.5178,4.5697)
3331:(x,y)=(13.25,4.36024)
3332:(x,y)=(13.2875,4.02232)
3333:(x,y)=(13.1682,3.70392)
3334:(x,y)=(12.9437,3.44858)
3335:(x,y)=(13.2188,3.24873)
3336:(x,y)=(13.2949,2.91736)
3337:(x,y)=(13.1841,3.2388)
3338:(x,y)=(12.8808,3.39248)
3339:(x,y)=(13.0594,3.68179)
3340:(x,y)=(13.1787,3.3634)
3341:(x,y)=(13.4409,3.5799)
3342:(x,y)=(13.7105,3.78698)
3343:(x,y)=(13.673,3.44906)
3344:(x,y)=(13.8542,3.16135)
3345:(x,y)=(14.0172,3.45973)
3346:(x,y)=(13.7074,3.59985)
3347:(x,y)=(13.5909,3.91928)
3348:(x,y)=(13.8132,4.1766)
3349:(x,y)=(13.4738,4.15555)
3350:(x,y)=(13.3242,3.85025)
3351:(x,y)=(13.2956,4.18905)
3352:(x,y)=(13.6078,4.32367)
3353:(x,y)=(13.9151,4.1781)
3354:(x,y)=(13.9853,3.84543)
3355:(x,y)=(13.646,3.82438)
3356:(x,y)=(13.6114,4.16262)
3357:(x,y)=(13.9076,3.99567)
3358:(x,y)=(13.5942,3.86381)
3359:(x,y)=(13.8975,4.0175)
3360:(x,y)=(13.6242,4.21977)
3361:(x,y)=(13.3157,4.36262)
3362:(x,y)=(13.572,4.58599)
3363:(x,y)=(13.4842,4.25751)
3364:(x,y)=(13.1643,4.14248)
3365:(x,y)=(12.884,4.33495)
3366:(x,y)=(12.6143,4.54202)
3367:(x,y)=(12.9029,4.72192)
3368:(x,y)=(12.818,5.05116)
3369:(x,y)=(13.1081,4.87383)
3370:(x,y)=(13.3703,5.09033)
3371:(x,y)=(13.0712,4.92865)
3372:(x,y)=(13.277,5.19923)
3373:(x,y)=(13.3878,5.52068)
3374:(x,y)=(13.5961,5.25194)
3375:(x,y)=(13.7873,5.53306)
3376:(x,y)=(13.533,5.30743)
3377:(x,y)=(13.6061,5.63947)
3378:(x,y)=(13.7873,5.35176)
3379:(x,y)=(13.4956,5.52651)
3380:(x,y)=(13.2757,5.78578)
3381:(x,y)=(13.0512,5.53043)
3382:(x,y)=(12.9319,5.21204)
3383:(x,y)=(12.6357,5.04508)
3384:(x,y)=(12.5833,4.70915)
3385:(x,y)=(12.2916,4.8839)
3386:(x,y)=(12.6273,4.82998)
3387:(x,y)=(12.9292,4.67362)
3388:(x,y)=(13.2312,4.51726)
3389:(x,y)=(13.4835,4.74514)
3390:(x,y)=(13.1646,4.86299)
3391:(x,y)=(13.0095,4.56039)
3392:(x,y)=(12.8903,4.24199)
3393:(x,y)=(12.9368,4.5788)
3394:(x,y)=(12.6032,4.51302)
3395:(x,y)=(12.9356,4.44135)
3396:(x,y)=(13.2726,4.39635)
3397:(x,y)=(13.0572,4.65947)
3398:(x,y)=(13.1274,4.3268)
3399:(x,y)=(12.8578,4.53387)
3400:(x,y)=(12.7301,4.84898)
3401:(x,y)=(12.486,5.08564)
3402:(x,y)=(12.167,5.2035)
3403:(x,y)=(12.0764,5.53118)
3404:(x,y)=(12.2179,5.22203)
3405:(x,y)=(12.3511,5.53484)
3406:(x,y)=(12.1549,5.81253)
3407:(x,y)=(11.915,6.05347)
3408:(x,y)=(12.2197,5.90248)
3409:(x,y)=(12.2482,6.24128)
3410:(x,y)=(12.04,5.97253)
3411:(x,y)=(12.2734,5.72531)
3412:(x,y)=(12.3582,6.05455)
3413:(x,y)=(12.1571,6.32873)
3414:(x,y)=(12.4644,6.18315)
3415:(x,y)=(12.8025,6.2192)
3416:(x,y)=(13.0845,6.02922)
3417:(x,y)=(12.7772,5.88364)
3418:(x,y)=(12.517,5.66483)
3419:(x,y)=(12.8466,5.58144)
3420:(x,y)=(13.1843,5.54241)
3421:(x,y)=(12.9007,5.72989)
3422:(x,y)=(12.6329,5.52043)
3423:(x,y)=(12.7605,5.83555)
3424:(x,y)=(12.7801,5.49611)
3425:(x,y)=(13.0911,5.35874)
3426:(x,y)=(12.7813,5.49886)
3427:(x,y)=(13.065,5.68634)
3428:(x,y)=(12.7293,5.63241)
3429:(x,y)=(13.0574,5.5432)
3430:(x,y)=(13.3846,5.63532)
3431:(x,y)=(13.1885,5.91301)
3432:(x,y)=(13.205,6.25261)
3433:(x,y)=(13.5437,6.28267)
3434:(x,y)=(13.8222,6.08773)
3435:(x,y)=(13.7345,5.75925)
3436:(x,y)=(14.006,5.55457)
3437:(x,y)=(14.346,5.55457)
3438:(x,y)=(14.5837,5.31151)
3439:(x,y)=(14.6153,4.97297)
3440:(x,y)=(14.91,5.14255)
3441:(x,y)=(15.0006,5.47024)
3442:(x,y)=(14.6797,5.58242)
3443:(x,y)=(14.7961,5.90186)
3444:(x,y)=(15.1323,5.95282)
3445:(x,y)=(15.4254,5.78066)
3446:(x,y)=(15.0863,5.8047)
3447:(x,y)=(14.9154,5.51076)
3448:(x,y)=(14.8394,5.17938)
3449:(x,y)=(14.5811,5.40047)
3450:(x,y)=(14.6861,5.72384)
3451:(x,y)=(14.4298,5.9472)
3452:(x,y)=(14.0928,5.90219)
3453:(x,y)=(14.339,5.6677)
3454:(x,y)=(14.65,5.53033)
3455:(x,y)=(14.9634,5.39848)
3456:(x,y)=(15.057,5.07161)
3457:(x,y)=(15.1984,5.38078)
3458:(x,y)=(15.5362,5.34175)
3459:(x,y)=(15.3232,5.07673)
3460:(x,y)=(15.2559,5.41001)
3461:(x,y)=(14.9287,5.50212)
3462:(x,y)=(15.2644,5.4482)
3463:(x,y)=(14.9371,5.54031)
3464:(x,y)=(14.609,5.45109)
3465:(x,y)=(14.4329,5.16021)
3466:(x,y)=(14.723,4.98289)
3467:(x,y)=(14.8645,5.29205)
3468:(x,y)=(14.6004,5.07788)
3469:(x,y)=(14.8966,4.91094)
3470:(x,y)=(14.8472,5.24732)
3471:(x,y)=(14.8966,5.5837)
3472:(x,y)=(14.7004,5.86139)
3473:(x,y)=(14.8634,6.15977)
3474:(x,y)=(15.178,6.28885)
3475:(x,y)=(15.4439,6.50067)
3476:(x,y)=(15.7696,6.4028)
3477:(x,y)=(15.4517,6.28212)
3478:(x,y)=(15.1648,6.09967)
3479:(x,y)=(14.855,6.23979)
3480:(x,y)=(14.6973,6.54101)
3481:(x,y)=(14.4011,6.37405)
3482:(x,y)=(14.7408,6.35902)
3483:(x,y)=(14.7242,6.69862)
3484:(x,y)=(14.5043,6.95788)
3485:(x,y)=(14.4578,7.29469)
3486:(x,y)=(14.7834,7.19681)
3487:(x,y)=(14.7939,7.53665)
3488:(x,y)=(14.4598,7.59946)
3489:(x,y)=(14.1441,7.47317)
3490:(x,y)=(13.8408,7.62685)
3491:(x,y)=(13.5051,7.57292)
3492:(x,y)=(13.8185,7.44108)
3493:(x,y)=(13.5017,7.56455)
3494:(x,y)=(13.7373,7.80971)
3495:(x,y)=(13.6152,8.12704)
3496:(x,y)=(13.4093,8.39761)
3497:(x,y)=(13.0894,8.28258)
3498:(x,y)=(13.1973,7.96016)
3499:(x,y)=(13.5372,7.95115)
3500:(x,y)=(13.8431,8.09944)
3501:(x,y)=(13.6519,8.38056)
3502:(x,y)=(13.8853,8.13334)
3503:(x,y)=(14.1252,8.37429)
3504:(x,y)=(14.4409,8.24801)
3505:(x,y)=(14.2805,7.9482)
3506:(x,y)=(14.3941,7.62774)
3507:(x,y)=(14.7325,7.5947)
3508:(x,y)=(15.0581,7.49682)
3509:(x,y)=(15.3819,7.3932)
3510:(x,y)=(15.5973,7.65632)
3511:(x,y)=(15.337,7.43751)
3512:(x,y)=(15.5748,7.19445)
3513:(x,y)=(15.258,7.31793)
3514:(x,y)=(15.2414,7.65753)
3515:(x,y)=(15.5761,7.59767)
3516:(x,y)=(15.6581,7.26769)
3517:(x,y)=(15.7574,7.59286)
3518:(x,y)=(15.7379,7.25343)
3519:(x,y)=(15.4082,7.17003)
3520:(x,y)=(15.0794,7.25633)
3521:(x,y)=(15.2126,7.56914)
3522:(x,y)=(14.8888,7.4655)
3523:(x,y)=(14.9995,7.78695)
3524:(x,y)=(15.1678,8.0824)
3525:(x,y)=(14.8287,8.10645)
3526:(x,y)=(15.1432,8.23552)
3527:(x,y)=(15.1417,7.89553)
3528:(x,y)=(14.8307,7.75815)
3529:(x,y)=(14.7605,7.42547)
3530:(x,y)=(14.801,7.76305)
3531:(x,y)=(15.0593,7.98415)
3532:(x,y)=(15.3982,7.95711)
3533:(x,y)=(15.7381,7.94809)
3534:(x,y)=(15.3983,7.96011)
3535:(x,y)=(15.6643,8.17194)
3536:(x,y)=(15.3983,8.38376)
3537:(x,y)=(15.6424,8.62042)
3538:(x,y)=(15.3168,8.52254)
3539:(x,y)=(15.3093,8.18262)
3540:(x,y)=(14.9783,8.10507)
3541:(x,y)=(15.2551,8.30248)
3542:(x,y)=(15.0974,8.60369)
3543:(x,y)=(15.2053,8.28128)
3544:(x,y)=(15.3386,8.59409)
3545:(x,y)=(15.0469,8.76884)
3546:(x,y)=(15.3867,8.78087)
3547:(x,y)=(15.7056,8.89873)
3548:(x,y)=(15.8333,9.21385)
3549:(x,y)=(15.7719,9.54827)
3550:(x,y)=(15.4541,9.42759)
3551:(x,y)=(15.76,9.57589)
3552:(x,y)=(15.7615,9.23589)
3553:(x,y)=(15.727,9.57413)
3554:(x,y)=(15.7705,9.23693)
3555:(x,y)=(15.6856,9.56617)
3556:(x,y)=(15.9056,9.82544)
3557:(x,y)=(16.2018,9.65849)
3558:(x,y)=(16.0232,9.9478)
3559:(x,y)=(16.0607,9.60987)
3560:(x,y)=(16.3977,9.56487)
3561:(x,y)=(16.0696,9.47566)
3562:(x,y)=(16.0351,9.8139)
3563:(x,y)=(15.7389,9.64694)
3564:(x,y)=(15.4011,9.6079)
3565:(x,y)=(15.6346,9.36068)
3566:(x,y)=(15.3782,9.58404)
3567:(x,y)=(15.0637,9.71311)
3568:(x,y)=(14.9994,9.37924)
3569:(x,y)=(15.2796,9.57172)
3570:(x,y)=(15.5869,9.42615)
3571:(x,y)=(15.347,9.66709)
3572:(x,y)=(15.0071,9.6731)
3573:(x,y)=(14.9049,9.34882)
3574:(x,y)=(14.8465,9.01387)
3575:(x,y)=(15.1703,8.91024)
3576:(x,y)=(15.1538,9.24984)
3577:(x,y)=(14.8936,9.03103)
3578:(x,y)=(14.9101,9.37063)
3579:(x,y)=(15.2269,9.49412)
3580:(x,y)=(15.1218,9.81747)
3581:(x,y)=(14.8199,9.66111)
3582:(x,y)=(14.5758,9.89777)
3583:(x,y)=(14.646,9.56509)
3584:(x,y)=(14.9763,9.64557)
3585:(x,y)=(14.7364,9.88651)
3586:(x,y)=(14.4762,9.6677)
3587:(x,y)=(14.7007,9.41237)
3588:(x,y)=(14.4122,9.59225)
3589:(x,y)=(14.7341,9.48291)
3590:(x,y)=(14.6847,9.81929)
3591:(x,y)=(15.0246,9.8163)
3592:(x,y)=(15.3306,9.96459)
3593:(x,y)=(15.5966,10.1764)
3594:(x,y)=(15.8364,10.4174)
3595:(x,y)=(15.7285,10.0949)
3596:(x,y)=(15.825,9.76891)
3597:(x,y)=(15.6726,10.0729)
3598:(x,y)=(15.6202,9.73694)
3599:(x,y)=(15.3542,9.94876)
3600:(x,y)=(15.1705,10.2349)
3601:(x,y)=(15.3812,10.5017)
3602:(x,y)=(15.3228,10.1668)
3603:(x,y)=(14.9892,10.101)
3604:(x,y)=(15.2695,10.2935)
3605:(x,y)=(15.1198,9.98819)
3606:(x,y)=(15.4284,10.131)
3607:(x,y)=(15.1515,10.3284)
3608:(x,y)=(15.4694,10.2078)
3609:(x,y)=(15.3117,10.509)
3610:(x,y)=(15.014,10.6733)
3611:(x,y)=(14.9205,10.3464)
3612:(x,y)=(14.8097,10.6679)
3613:(x,y)=(14.7104,10.993)
3614:(x,y)=(14.5167,10.7136)
3615:(x,y)=(14.178,10.7437)
3616:(x,y)=(14.498,10.6286)
3617:(x,y)=(14.3647,10.9415)
3618:(x,y)=(14.3692,11.2814)
3619:(x,y)=(14.0292,11.2784)
3620:(x,y)=(14.1053,10.947)
3621:(x,y)=(14.0858,10.6076)
3622:(x,y)=(13.8775,10.3388)
3623:(x,y)=(14.1526,10.139)
3624:(x,y)=(14.1871,10.4772)
3625:(x,y)=(13.8561,10.3997)
3626:(x,y)=(14.1182,10.6162)
3627:(x,y)=(13.887,10.8655)
3628:(x,y)=(13.6367,10.6354)
3629:(x,y)=(13.4925,10.3275)
3630:(x,y)=(13.4282,9.99361)
3631:(x,y)=(13.1366,10.1684)
3632:(x,y)=(13.4762,10.1533)
3633:(x,y)=(13.29,10.4378)
3634:(x,y)=(13.1792,10.7592)
3635:(x,y)=(13.5182,10.7322)
3636:(x,y)=(13.8575,10.7112)
3637:(x,y)=(13.5755,10.5212)
3638:(x,y)=(13.4313,10.2133)
3639:(x,y)=(13.7594,10.1241)
3640:(x,y)=(13.4472,10.2587)
3641:(x,y)=(13.1315,10.1324)
3642:(x,y)=(13.3994,9.92293)
3643:(x,y)=(13.3798,9.5835)
3644:(x,y)=(13.524,9.2756)
3645:(x,y)=(13.3853,9.586)
3646:(x,y)=(13.4701,9.91524)
3647:(x,y)=(13.3766,9.58837)
3648:(x,y)=(13.339,9.25044)
3649:(x,y)=(13.5914,9.47832)
3650:(x,y)=(13.79,9.20238)
3651:(x,y)=(13.614,8.9115)
3652:(x,y)=(13.8429,8.66018)
3653:(x,y)=(14.0697,8.91352)
3654:(x,y)=(14.134,8.57966)
3655:(x,y)=(13.8172,8.70314)
3656:(x,y)=(13.5181,8.54145)
3657:(x,y)=(13.8462,8.45224)
3658:(x,y)=(13.7185,8.76736)
3659:(x,y)=(13.8063,8.43888)
3660:(x,y)=(14.0308,8.18354)
3661:(x,y)=(13.7235,8.03796)
3662:(x,y)=(13.7461,8.37721)
3663:(x,y)=(13.5171,8.12589)
3664:(x,y)=(13.8523,8.18279)
3665:(x,y)=(13.8058,8.51959)
3666:(x,y)=(13.9527,8.8262)
3667:(x,y)=(13.6551,8.99052)
3668:(x,y)=(13.9584,9.14421)
3669:(x,y)=(14.1618,8.87183)
3670:(x,y)=(14.1904,9.21063)
3671:(x,y)=(13.8538,9.25861)
3672:(x,y)=(14.1811,9.35072)
3673:(x,y)=(13.8441,9.30572)
3674:(x,y)=(13.5509,9.13354)
3675:(x,y)=(13.5944,8.79634)
3676:(x,y)=(13.6734,9.12703)
3677:(x,y)=(13.3334,9.12402)
3678:(x,y)=(13.217,9.44346)
3679:(x,y)=(13.5443,9.53558)
3680:(x,y)=(13.3606,9.24947)
3681:(x,y)=(13.457,8.92344)
3682:(x,y)=(13.1381,9.04129)
3683:(x,y)=(13.0245,8.72083)
3684:(x,y)=(12.6989,8.62294)
3685:(x,y)=(13.0061,8.47737)
3686:(x,y)=(13.2776,8.27269)
3687:(x,y)=(12.9377,8.26366)
3688:(x,y)=(13.2294,8.43842)
3689:(x,y)=(13.133,8.11239)
3690:(x,y)=(12.9543,8.40169)
3691:(x,y)=(12.6177,8.44967)
3692:(x,y)=(12.4071,8.71656)
3693:(x,y)=(12.0833,8.61292)
3694:(x,y)=(11.7433,8.60991)
3695:(x,y)=(11.8929,8.30462)
3696:(x,y)=(11.9365,7.96741)
3697:(x,y)=(11.665,7.76273)
3698:(x,y)=(11.9655,7.92176)
3699:(x,y)=(11.922,7.58455)
3700:(x,y)=(11.8606,7.91897)
3701:(x,y)=(11.6769,8.20507)
3702:(x,y)=(11.4832,7.92564)
3703:(x,y)=(11.5622,8.25634)
3704:(x,y)=(11.7956,8.00911)
3705:(x,y)=(11.8599,7.67525)
3706:(x,y)=(11.8404,7.33581)
3707:(x,y)=(11.954,7.01535)
3708:(x,y)=(11.8809,7.34739)
3709:(x,y)=(11.9214,7.68497)
3710:(x,y)=(11.5814,7.68196)
3711:(x,y)=(11.3173,7.46779)
3712:(x,y)=(11.0388,7.27284)
3713:(x,y)=(10.7132,7.17495)
3714:(x,y)=(10.9934,7.36743)
3715:(x,y)=(11.3245,7.28989)
3716:(x,y)=(11.6592,7.23004)
3717:(x,y)=(11.8947,7.4752)
3718:(x,y)=(11.7397,7.17259)
3719:(x,y)=(11.6093,6.85862)
3720:(x,y)=(11.6168,6.5187)
3721:(x,y)=(11.4382,6.808)
3722:(x,y)=(11.0984,6.82003)
3723:(x,y)=(11.248,6.51473)
3724:(x,y)=(10.9271,6.62692)
3725:(x,y)=(10.6149,6.76153)
3726:(x,y)=(10.6613,7.09834)
3727:(x,y)=(10.6538,6.75842)
3728:(x,y)=(10.8324,7.04773)
3729:(x,y)=(11.1057,7.25001)
3730:(x,y)=(10.7761,7.16661)
3731:(x,y)=(10.9522,6.87574)
3732:(x,y)=(11.281,6.96205)
3733:(x,y)=(11.614,7.03078)
3734:(x,y)=(11.693,7.36147)
3735:(x,y)=(12.0098,7.48496)
3736:(x,y)=(12.1403,7.17099)
3737:(x,y)=(12.4631,7.27749)
3738:(x,y)=(12.6808,7.01629)
3739:(x,y)=(12.7094,7.35509)
3740:(x,y)=(12.3758,7.28931)
3741:(x,y)=(12.2128,7.58768)
3742:(x,y)=(12.4981,7.40272)
3743:(x,y)=(12.2647,7.15549)
3744:(x,y)=(12.2932,7.49429)
3745:(x,y)=(12.0096,7.68176)
3746:(x,y)=(11.9661,7.34456)
3747:(x,y)=(11.6461,7.22953)
3748:(x,y)=(11.3074,7.25957)
3749:(x,y)=(10.9918,7.13328)
3750:(x,y)=(11.0853,6.80641)
3751:(x,y)=(11.1875,6.48214)
3752:(x,y)=(11.3452,6.78336)
3753:(x,y)=(11.0111,6.84617)
3754:(x,y)=(10.8507,6.54636)
3755:(x,y)=(10.9756,6.23013)
3756:(x,y)=(11.3122,6.18216)
3757:(x,y)=(11.1439,6.4776)
3758:(x,y)=(11.3498,6.74818)
3759:(x,y)=(11.6475,6.91251)
3760:(x,y)=(11.5655,6.58253)
3761:(x,y)=(11.5911,6.24349)
3762:(x,y)=(11.8245,5.99626)
3763:(x,y)=(11.829,6.33623)
3764:(x,y)=(12.095,6.54805)
3765:(x,y)=(11.813,6.35807)
3766:(x,y)=(11.9942,6.07036)
3767:(x,y)=(11.6951,5.90867)
3768:(x,y)=(11.6102,6.23791)
3769:(x,y)=(11.388,5.9806)
3770:(x,y)=(11.7246,5.93263)
3771:(x,y)=(11.3973,6.02474)
3772:(x,y)=(11.5469,5.71944)
3773:(x,y)=(11.4505,5.3934)
3774:(x,y)=(11.413,5.05548)
3775:(x,y)=(11.0783,4.99561)
3776:(x,y)=(11.3442,5.20744)
3777:(x,y)=(11.0125,5.28204)
3778:(x,y)=(11.3517,5.3061)
3779:(x,y)=(11.6847,5.37483)
3780:(x,y)=(11.519,5.0779)
3781:(x,y)=(11.7714,5.30578)
3782:(x,y)=(12.0913,5.19076)
3783:(x,y)=(12.309,4.92956)
3784:(x,y)=(12.1278,4.64184)
3785:(x,y)=(12.2961,4.93729)
3786:(x,y)=(12.3366,5.27487)
3787:(x,y)=(12.003,5.20909)
3788:(x,y)=(11.8068,5.48678)
3789:(x,y)=(11.5265,5.67925)
3790:(x,y)=(11.2289,5.84357)
3791:(x,y)=(11.4348,6.11415)
3792:(x,y)=(11.3558,6.44484)
3793:(x,y)=(11.1954,6.14503)
3794:(x,y)=(11.4722,6.34244)
3795:(x,y)=(11.402,6.00976)
3796:(x,y)=(11.3915,6.3496)
3797:(x,y)=(11.0541,6.39161)
3798:(x,y)=(10.9433,6.71306)
3799:(x,y)=(10.8073,6.40144)
3800:(x,y)=(11.1293,6.2921)
3801:(x,y)=(11.3583,6.04078)
3802:(x,y)=(11.3718,5.70105)
3803:(x,y)=(11.0519,5.58602)
3804:(x,y)=(10.967,5.91526)
3805:(x,y)=(11.0135,6.25206)
3806:(x,y)=(11.054,6.58964)
3807:(x,y)=(11.2693,6.85276)
3808:(x,y)=(11.5408,6.64808)
3809:(x,y)=(11.5634,6.98734)
3810:(x,y)=(11.3214,6.74852)
3811:(x,y)=(11.0991,6.4912)
3812:(x,y)=(11.4247,6.39333)
3813:(x,y)=(11.6869,6.60983)
3814:(x,y)=(11.9069,6.86909)
3815:(x,y)=(12.1424,7.11425)
3816:(x,y)=(11.8674,6.9144)
3817:(x,y)=(12.0089,6.60525)
3818:(x,y)=(11.8328,6.31437)
3819:(x,y)=(11.5025,6.39484)
3820:(x,y)=(11.4293,6.72687)
3821:(x,y)=(11.2211,6.45813)
3822:(x,y)=(11.2436,6.79738)
3823:(x,y)=(10.918,6.69949)
3824:(x,y)=(11.2569,6.67245)
3825:(x,y)=(11.1838,7.00448)
3826:(x,y)=(11.0759,6.68206)
3827:(x,y)=(11.4106,6.62221)
3828:(x,y)=(11.7353,6.72297)
3829:(x,y)=(11.3983,6.67796)
3830:(x,y)=(11.3193,7.00866)
3831:(x,y)=(11.6593,7.00866)
3832:(x,y)=(11.8815,6.75135)
3833:(x,y)=(12.1972,6.62507)
3834:(x,y)=(12.5191,6.51573)
3835:(x,y)=(12.1844,6.45587)
3836:(x,y)=(12.219,6.79411)
3837:(x,y)=(11.913,6.94239)
3838:(x,y)=(11.8311,6.61241)
3839:(x,y)=(11.4913,6.62444)
3840:(x,y)=(11.2668,6.36909)
3841:(x,y)=(10.9546,6.50371)
3842:(x,y)=(11.1676,6.2387)
3843:(x,y)=(11.054,5.91824)
3844:(x,y)=(11.1183,5.58437)
3845:(x,y)=(11.4545,5.63533)
3846:(x,y)=(11.6432,5.35253)
3847:(x,y)=(11.3075,5.2986)
3848:(x,y)=(10.9886,5.41645)
3849:(x,y)=(10.7779,5.68334)
3850:(x,y)=(11.0362,5.90444)
3851:(x,y)=(10.6981,5.94048)
3852:(x,y)=(10.4096,6.12037)
3853:(x,y)=(10.7495,6.11135)
3854:(x,y)=(10.4148,6.05148)
3855:(x,y)=(10.0749,6.04246)
3856:(x,y)=(10.4149,6.03946)
3857:(x,y)=(10.7479,6.10819)
3858:(x,y)=(11.0726,6.20895)
3859:(x,y)=(10.837,6.4541)
3860:(x,y)=(10.9131,6.12273)
3861:(x,y)=(11.215,5.96637)
3862:(x,y)=(11.11,6.28973)
3863:(x,y)=(10.89,6.54899)
3864:(x,y)=(11.0712,6.26128)
3865:(x,y)=(11.0787,5.92136)
3866:(x,y)=(10.8185,5.70255)
3867:(x,y)=(10.9264,5.38014)
3868:(x,y)=(10.594,5.30846)
3869:(x,y)=(10.9038,5.44859)
3870:(x,y)=(11.1479,5.68526)
3871:(x,y)=(11.1164,5.34673)
3872:(x,y)=(11.327,5.61362)
3873:(x,y)=(11.4874,5.31381)
3874:(x,y)=(11.8231,5.25989)
3875:(x,y)=(11.8962,5.59193)
3876:(x,y)=(11.6585,5.34887)
3877:(x,y)=(11.4431,5.61198)
3878:(x,y)=(11.568,5.29575)
3879:(x,y)=(11.6026,5.63399)
3880:(x,y)=(11.565,5.29607)
3881:(x,y)=(11.2255,5.31411)
3882:(x,y)=(10.8864,5.33815)
3883:(x,y)=(10.9741,5.00968)
3884:(x,y)=(11.3107,5.05767)
3885:(x,y)=(11.0254,4.8727)
3886:(x,y)=(10.822,4.60031)
3887:(x,y)=(10.6357,4.88477)
3888:(x,y)=(10.8464,5.15166)
3889:(x,y)=(10.8749,5.49046)
3890:(x,y)=(10.6963,5.77976)
3891:(x,y)=(10.8405,5.47187)
3892:(x,y)=(10.9484,5.14945)
3893:(x,y)=(10.7673,4.86174)
3894:(x,y)=(11.099,4.93635)
3895:(x,y)=(10.7725,4.84134)
3896:(x,y)=(10.8719,5.16651)
3897:(x,y)=(11.1096,4.92345)
3898:(x,y)=(11.2373,5.23857)
3899:(x,y)=(11.015,4.98126)
3900:(x,y)=(10.6827,4.90958)
3901:(x,y)=(10.3794,5.06326)
3902:(x,y)=(10.6799,5.2223)
3903:(x,y)=(10.3429,5.17729)
3904:(x,y)=(10.6551,5.31191)
3905:(x,y)=(10.7744,4.99352)
3906:(x,y)=(10.9989,4.73818)
3907:(x,y)=(10.8052,4.45876)
3908:(x,y)=(10.4652,4.45575)
3909:(x,y)=(10.5816,4.77519)
3910:(x,y)=(10.3663,5.0383)
3911:(x,y)=(10.4365,4.70563)
3912:(x,y)=(10.405,4.3671)
3913:(x,y)=(10.3674,4.02918)
3914:(x,y)=(10.4923,3.71294)
3915:(x,y)=(10.1724,3.59791)
3916:(x,y)=(9.83938,3.66663)
3917:(x,y)=(9.54319,3.49967)
3918:(x,y)=(9.74182,3.22373)
3919:(x,y)=(9.55059,3.50485)
3920:(x,y)=(9.21284,3.46581)
3921:(x,y)=(9.27417,3.80024)
3922:(x,y)=(9.5305,4.02361)
3923:(x,y)=(9.45443,3.69223)
3924:(x,y)=(9.34365,4.01368)
3925:(x,y)=(9.50665,4.31206)
3926:(x,y)=(9.80717,4.47109)
3927:(x,y)=(9.8891,4.14111)
3928:(x,y)=(10.2269,4.10209)
3929:(x,y)=(10.0046,3.84477)
3930:(x,y)=(10.2915,3.66234)
3931:(x,y)=(10.5092,3.40114)
3932:(x,y)=(10.6954,3.68561)
3933:(x,y)=(10.3869,3.82845)
3934:(x,y)=(10.0477,3.8525)
3935:(x,y)=(10.2054,4.15372)
3936:(x,y)=(10.5441,4.18378)
3937:(x,y)=(10.4164,4.49889)
3938:(x,y)=(10.1247,4.67364)
3939:(x,y)=(10.4404,4.54736)
3940:(x,y)=(10.1636,4.74476)
3941:(x,y)=(10.2338,4.41209)
3942:(x,y)=(9.89764,4.46304)
3943:(x,y)=(9.66643,4.71232)
3944:(x,y)=(9.35076,4.58604)
3945:(x,y)=(9.49769,4.89265)
